1151,[2024.11.05-16.47.31:574][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475707,NaN,Unknown (0),Infinite
1152,[2024.11.05-16.47.31:574][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475702,NaN,Unknown (0),Infinite
1153,[2024.11.05-16.47.31:574][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475697,NaN,Unknown (0),Infinite
1154,[2024.11.05-16.47.31:574][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475692,NaN,Unknown (0),Infinite
1155,[2024.11.05-16.47.31:574][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475687,NaN,Unknown (0),Infinite
1156,[2024.11.05-16.47.31:574][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475682,NaN,Unknown (0),Infinite
1157,[2024.11.05-16.47.31:574][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475677,NaN,Unknown (0),Infinite
1158,[2024.11.05-16.47.31:574][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475672,NaN,Unknown (0),Infinite
1159,[2024.11.05-16.47.31:574][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475667,NaN,Unknown (0),Infinite
1160,[2024.11.05-16.47.31:574][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475662,NaN,Unknown (0),Infinite
1161,[2024.11.05-16.47.31:574][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475657,NaN,Unknown (0),Infinite
1162,[2024.11.05-16.47.31:574][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475652,NaN,Unknown (0),Infinite
1163,[2024.11.05-16.47.31:574][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475647,NaN,Unknown (0),Infinite
1164,[2024.11.05-16.47.31:574][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475642,NaN,Unknown (0),Infinite
1165,[2024.11.05-16.47.31:574][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475637,NaN,Unknown (0),Infinite
1166,[2024.11.05-16.47.31:574][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475632,NaN,Unknown (0),Infinite
1167,[2024.11.05-16.47.31:574][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475627,NaN,Unknown (0),Infinite
1168,[2024.11.05-16.47.31:574][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475622,NaN,Unknown (0),Infinite
1169,[2024.11.05-16.47.31:574][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475617,NaN,Unknown (0),Infinite
1170,[2024.11.05-16.47.31:574][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475612,NaN,Unknown (0),Infinite
1171,[2024.11.05-16.47.31:574][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475607,NaN,Unknown (0),Infinite
1172,[2024.11.05-16.47.31:574][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475602,NaN,Unknown (0),Infinite
1173,[2024.11.05-16.47.31:574][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475597,NaN,Unknown (0),Infinite
1174,[2024.11.05-16.47.31:574][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475592,NaN,Unknown (0),Infinite
1175,[2024.11.05-16.47.31:574][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475587,NaN,Unknown (0),Infinite
1176,[2024.11.05-16.47.31:574][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475582,NaN,Unknown (0),Infinite
1177,[2024.11.05-16.47.31:574][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475577,NaN,Unknown (0),Infinite
1178,[2024.11.05-16.47.31:574][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475572,NaN,Unknown (0),Infinite
1179,[2024.11.05-16.47.31:574][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475567,NaN,Unknown (0),Infinite
1180,[2024.11.05-16.47.31:574][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475562,NaN,Unknown (0),Infinite
1181,[2024.11.05-16.47.31:574][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475557,NaN,Unknown (0),Infinite
1182,[2024.11.05-16.47.31:574][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475552,NaN,Unknown (0),Infinite
1183,[2024.11.05-16.47.31:574][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475547,NaN,Unknown (0),Infinite
1184,[2024.11.05-16.47.31:574][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475542,NaN,Unknown (0),Infinite
1185,[2024.11.05-16.47.31:574][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475537,NaN,Unknown (0),Infinite
1186,[2024.11.05-16.47.31:574][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475532,NaN,Unknown (0),Infinite
1187,[2024.11.05-16.47.31:574][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475527,NaN,Unknown (0),Infinite
1188,[2024.11.05-16.47.31:574][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475522,NaN,Unknown (0),Infinite
1189,[2024.11.05-16.47.31:574][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475517,NaN,Unknown (0),Infinite
1190,[2024.11.05-16.47.31:574][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475512,NaN,Unknown (0),Infinite
1191,[2024.11.05-16.47.31:574][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475507,NaN,Unknown (0),Infinite
1192,[2024.11.05-16.47.31:574][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475502,NaN,Unknown (0),Infinite
1193,[2024.11.05-16.47.31:574][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475497,NaN,Unknown (0),Infinite
1194,[2024.11.05-16.47.31:574][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475492,NaN,Unknown (0),Infinite
1195,[2024.11.05-16.47.31:574][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475487,NaN,Unknown (0),Infinite
1196,[2024.11.05-16.47.31:574][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475482,NaN,Unknown (0),Infinite
1197,[2024.11.05-16.47.31:574][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475477,NaN,Unknown (0),Infinite
1198,[2024.11.05-16.47.31:574][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475472,NaN,Unknown (0),Infinite
1199,[2024.11.05-16.47.31:574][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475467,NaN,Unknown (0),Infinite
1200,[2024.11.05-16.47.31:574][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475462,NaN,Unknown (0),Infinite
1201,[2024.11.05-16.47.31:574][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475457,NaN,Unknown (0),Infinite
1202,[2024.11.05-16.47.31:574][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475452,NaN,Unknown (0),Infinite
1203,[2024.11.05-16.47.31:574][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475447,NaN,Unknown (0),Infinite
1204,[2024.11.05-16.47.31:574][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475442,NaN,Unknown (0),Infinite
1205,[2024.11.05-16.47.31:574][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475437,NaN,Unknown (0),Infinite
1206,[2024.11.05-16.47.31:574][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475432,NaN,Unknown (0),Infinite
1207,[2024.11.05-16.47.31:574][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475427,NaN,Unknown (0),Infinite
1208,[2024.11.05-16.47.31:574][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475422,NaN,Unknown (0),Infinite
1209,[2024.11.05-16.47.31:574][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475417,NaN,Unknown (0),Infinite
1210,[2024.11.05-16.47.31:574][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475412,NaN,Unknown (0),Infinite
1211,[2024.11.05-16.47.31:574][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475407,NaN,Unknown (0),Infinite
1212,[2024.11.05-16.47.31:574][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475402,NaN,Unknown (0),Infinite
1213,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475397,NaN,Unknown (0),Infinite
1214,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475392,NaN,Unknown (0),Infinite
1215,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475387,NaN,Unknown (0),Infinite
1216,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475382,NaN,Unknown (0),Infinite
1217,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475377,NaN,Unknown (0),Infinite
1218,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475372,NaN,Unknown (0),Infinite
1219,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475367,NaN,Unknown (0),Infinite
1220,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475362,NaN,Unknown (0),Infinite
1221,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475357,NaN,Unknown (0),Infinite
1222,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475352,NaN,Unknown (0),Infinite
1223,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475347,NaN,Unknown (0),Infinite
1224,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475342,NaN,Unknown (0),Infinite
1225,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475337,NaN,Unknown (0),Infinite
1226,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475332,NaN,Unknown (0),Infinite
1227,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475327,NaN,Unknown (0),Infinite
1228,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475322,NaN,Unknown (0),Infinite
1229,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475317,NaN,Unknown (0),Infinite
1230,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475312,NaN,Unknown (0),Infinite
1231,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475307,NaN,Unknown (0),Infinite
1232,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475302,NaN,Unknown (0),Infinite
1233,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475297,NaN,Unknown (0),Infinite
1234,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475292,NaN,Unknown (0),Infinite
1235,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475287,NaN,Unknown (0),Infinite
1236,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475282,NaN,Unknown (0),Infinite
1237,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475277,NaN,Unknown (0),Infinite
1238,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475272,NaN,Unknown (0),Infinite
1239,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475267,NaN,Unknown (0),Infinite
1240,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475262,NaN,Unknown (0),Infinite
1241,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475257,NaN,Unknown (0),Infinite
1242,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475252,NaN,Unknown (0),Infinite
1243,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475247,NaN,Unknown (0),Infinite
1244,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475242,NaN,Unknown (0),Infinite
1245,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475237,NaN,Unknown (0),Infinite
1246,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475232,NaN,Unknown (0),Infinite
1247,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475227,NaN,Unknown (0),Infinite
1248,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475222,NaN,Unknown (0),Infinite
1249,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475217,NaN,Unknown (0),Infinite
1250,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475212,NaN,Unknown (0),Infinite
1251,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475207,NaN,Unknown (0),Infinite
1252,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475202,NaN,Unknown (0),Infinite
1253,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475197,NaN,Unknown (0),Infinite
1254,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475192,NaN,Unknown (0),Infinite
1255,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475187,NaN,Unknown (0),Infinite
1256,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475182,NaN,Unknown (0),Infinite
1257,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475177,NaN,Unknown (0),Infinite
1258,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475172,NaN,Unknown (0),Infinite
1259,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475167,NaN,Unknown (0),Infinite
1260,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475162,NaN,Unknown (0),Infinite
1261,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475157,NaN,Unknown (0),Infinite
1262,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475152,NaN,Unknown (0),Infinite
1263,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475147,NaN,Unknown (0),Infinite
1264,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475142,NaN,Unknown (0),Infinite
1265,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475137,NaN,Unknown (0),Infinite
1266,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475132,NaN,Unknown (0),Infinite
1267,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475127,NaN,Unknown (0),Infinite
1268,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475122,NaN,Unknown (0),Infinite
1269,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475117,NaN,Unknown (0),Infinite
1270,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475112,NaN,Unknown (0),Infinite
1271,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475107,NaN,Unknown (0),Infinite
1272,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475102,NaN,Unknown (0),Infinite
1273,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475097,NaN,Unknown (0),Infinite
1274,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475092,NaN,Unknown (0),Infinite
1275,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475087,NaN,Unknown (0),Infinite
1276,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475082,NaN,Unknown (0),Infinite
1277,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475077,NaN,Unknown (0),Infinite
1278,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475072,NaN,Unknown (0),Infinite
1279,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475067,NaN,Unknown (0),Infinite
1280,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475062,NaN,Unknown (0),Infinite
1281,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475057,NaN,Unknown (0),Infinite
1282,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475052,NaN,Unknown (0),Infinite
1283,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475047,NaN,Unknown (0),Infinite
1284,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475042,NaN,Unknown (0),Infinite
1285,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475037,NaN,Unknown (0),Infinite
1286,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475032,NaN,Unknown (0),Infinite
1287,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475027,NaN,Unknown (0),Infinite
1288,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475022,NaN,Unknown (0),Infinite
1289,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475017,NaN,Unknown (0),Infinite
1290,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475012,NaN,Unknown (0),Infinite
1291,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475007,NaN,Unknown (0),Infinite
1292,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147475002,NaN,Unknown (0),Infinite
1293,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147474997,NaN,Unknown (0),Infinite
1294,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147474992,NaN,Unknown (0),Infinite
1295,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147474987,NaN,Unknown (0),Infinite
1296,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147474982,NaN,Unknown (0),Infinite
1297,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147474977,NaN,Unknown (0),Infinite
1298,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147474972,NaN,Unknown (0),Infinite
1299,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147474967,NaN,Unknown (0),Infinite
1300,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147474962,NaN,Unknown (0),Infinite
1301,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147474957,NaN,Unknown (0),Infinite
1302,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147474952,NaN,Unknown (0),Infinite
1303,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147474947,NaN,Unknown (0),Infinite
1304,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147474942,NaN,Unknown (0),Infinite
1305,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147474937,NaN,Unknown (0),Infinite
1306,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147474932,NaN,Unknown (0),Infinite
1307,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147474927,NaN,Unknown (0),Infinite
1308,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147474922,NaN,Unknown (0),Infinite
1309,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147474917,NaN,Unknown (0),Infinite
1310,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147474912,NaN,Unknown (0),Infinite
1311,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147474907,NaN,Unknown (0),Infinite
1312,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147474902,NaN,Unknown (0),Infinite
1313,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147474897,NaN,Unknown (0),Infinite
1314,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147474892,NaN,Unknown (0),Infinite
1315,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147474887,NaN,Unknown (0),Infinite
1316,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147474882,NaN,Unknown (0),Infinite
1317,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147474877,NaN,Unknown (0),Infinite
1318,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147474872,NaN,Unknown (0),Infinite
1319,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147474867,NaN,Unknown (0),Infinite
1320,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147474862,NaN,Unknown (0),Infinite
1321,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147474857,NaN,Unknown (0),Infinite
1322,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147474852,NaN,Unknown (0),Infinite
1323,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147474847,NaN,Unknown (0),Infinite
1324,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147474842,NaN,Unknown (0),Infinite
1325,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147474837,NaN,Unknown (0),Infinite
1326,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147474832,NaN,Unknown (0),Infinite
1327,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147474827,NaN,Unknown (0),Infinite
1328,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147474822,NaN,Unknown (0),Infinite
1329,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147474817,NaN,Unknown (0),Infinite
1330,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147474812,NaN,Unknown (0),Infinite
1331,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147474807,NaN,Unknown (0),Infinite
1332,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147474802,NaN,Unknown (0),Infinite
1333,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147474797,NaN,Unknown (0),Infinite
1334,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147474792,NaN,Unknown (0),Infinite
1335,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147474787,NaN,Unknown (0),Infinite
1336,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147474782,NaN,Unknown (0),Infinite
1337,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147476977,NaN,Unknown (0),Infinite
1338,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147476971,NaN,Unknown (0),Infinite
1339,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147476966,NaN,Unknown (0),Infinite
1340,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147476961,NaN,Unknown (0),Infinite
1341,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147476956,NaN,Unknown (0),Infinite
1342,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147476951,NaN,Unknown (0),Infinite
1343,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147476946,NaN,Unknown (0),Infinite
1344,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147476941,NaN,Unknown (0),Infinite
1345,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147476936,NaN,Unknown (0),Infinite
1346,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147476931,NaN,Unknown (0),Infinite
1347,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147476926,NaN,Unknown (0),Infinite
1348,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147476921,NaN,Unknown (0),Infinite
1349,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147476916,NaN,Unknown (0),Infinite
1350,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147476911,NaN,Unknown (0),Infinite
1351,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147476906,NaN,Unknown (0),Infinite
1352,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147476901,NaN,Unknown (0),Infinite
1353,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147476896,NaN,Unknown (0),Infinite
1354,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147476891,NaN,Unknown (0),Infinite
1355,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147476886,NaN,Unknown (0),Infinite
1356,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147476881,NaN,Unknown (0),Infinite
1357,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147476876,NaN,Unknown (0),Infinite
1358,[2024.11.05-16.47.31:582][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147476871,NaN,Unknown (0),Infinite
